Abstract,Contributor,Creator,Date,Date Available,Description,Format,Identifier,Language,Publisher,References,Rights,Source,Subject,Title,Type,added,collection,featured,files,id,item_type,modified,owner,public,tags,url
Vide,Laurent Callegarin,"Bouchain, Marc",2013-07-03,Vide,"L’histoire du peuplement aquitain a passionné des générations d’érudits et de savants depuis le milieu du XIXe siècle ; de nos jours, les nombreuses contributions de la recherche la plus récente ne démentent pas ce constat. La manière d’aborder cette problématique a bien évolué depuis cette époque déjà reculée, toutefois, il est une question constante qui n’a jamais vraiment cessée d’être rapprochée à cette Aquitaine des temps anciens : celle de l’influence des populations celtiques sur son territoire. Et pour cause, de très amples déplacements de populations, pour une majeure part celtiques, ont à diverses époques sillonnés l’Europe. Ces véritables flux migratoires qui ont pu atteindre plusieurs centaines de milliers d’individus sont attestés par les sources littéraires antiques. Les informations que nous pouvons extraire des textes anciens atteignent cependant vite leurs limites. César, et le géographe grec Strabon s’accordent sur l’originalité culturelle et ethnique des peuples aquitains, dont le territoire est strictement séparé de celui des tribus gauloises par la Garonne. La clarté de cette description a été mise à mal par des terminologies d’auteurs plus tardifs. Que faut-il penser de celle de « Celto Galatie d’Aquitaine » utilisée par Ptolémée, ou encore de celle de « Celtes d’Aquitaine » laissée par Appien ? Notre étude s’est donc proposée de tenter « d’éclaircir » la question du peuplement aquitain à l’époque protohistorique. Nous avons essayé de vérifier si la Garonne avait réellement délimité une frontière culturelle et ethnique stricte entre mondes gaulois et aquitains, comme indiqué par César. Pour ce faire, nous avons dressé une synthèse, aussi exhaustive que possible, des connaissances sur cette question, utilisant toutes les données à notre disposition : littéraires, mais aussi archéologiques, numismatiques et épigraphiques. L’analyse des influences en provenance de la Péninsule Ibérique et du monde méditerranéen, et de leurs présumées répercussions sur le domaine aquitain ont également été prises en compte dans ce mémoire. Plus qu’une simple composition compilant les études de chercheurs spécialistes des différentes disciplines, cette vue d’ensemble nous a permis, en tout cas sur certains points, de développer et de proposer nos propres hypothèses.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102681/file/M2AP%20BouchainM%20M%C3%A9moire.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2013,[SHS.HIST] Humanities and Social Sciences/History,L'Aquitaine et ses marges (IIIe-Ier av. J.-C.) : peuplements et cultures,Master thesis,2015-06-17T14:41:58+00:00,32,False,0,6026,Vide,2017-12-20T14:49:51+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6026
Vide,Monique Demay,"Quereilhac, Antoine",2014-09-26,Vide,"Ce rapport de stage de master 2, effectué d'avril à juillet 2014, au sein de l'association Terre de Mémoire(s) et de Lutte(s), rend compte de la mise en place d'une exposition temporaire commémorant soixante-dix ans plus tard le massacre qui a coûté la vie à plusieurs guérilleros espagnols et villageois de Buziet. Une première partie est consacrée à la présentation du cadre du stage (l'association et ses partenaires) pour mieux saisir l'environnement dans lequel sont effectuées les différentes missions du projet : effectuer des recherches historiques sur les Républicains espagnols en Haut-Béarn et une collecte de témoignages, en rencontrant plusieurs habitants des villages de Buzy et de Buziet, afin de mettre en place un projet de médiation culturelle consistant en une exposition temporaire, présentée le 19 juillet 2014, dans le village de Buziet. Un descriptif complet des tâches accomplies permet de mesurer le rôle du stagiaire dans ce projet. Enfin, un bilan du stage revient sur cette expérience, en montrant les difficultés rencontrées mais surtout les éléments formateurs qu'en tire le stagiaire.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102670/file/M2PAT%20QuereilhacA.pdf,fr,HAL CCSD,Vide,Vide,Héritage culturel et muséologie. 2014,[SHS.HIST] Humanities and Social Sciences/History,Conception et réalisation d'une exposition temporaire pour l'Association Terre de Mémoire(s) et de Lutte(s) : la mémoire des Guérilleros espagnols en Béarn pendant la Seconde Guerre mondiale,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6027,Vide,2017-12-20T14:49:51+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6027
Vide,Patricia Heiniger-Casteret,"Brien, Charly",2014-07-01,Vide,"Une longue tradition d’études ethnologiques et historiques permet d’identifier la permanence d’expressions issues de pratiques liées au monde rural ou liées à des minorités culturelles et relevant maintenant du champ du patrimoine culturel immatériel. Il s'agit dans ce travail de voir si cette nouvelle catégorie patrimoniale peut s’appliquer aux expressions populaires urbaines à travers l'étude des cultures alternatives liées à la musique rock (le rock, le punk et le metal) au sein de la ville de Bordeaux. Si le rock est présent partout en France, et davantage encore dans le monde entier, il est intéressant de se demander pourquoi une partie de la population de Bordeaux s'est réunie derrière une bannière, celle de « Bordeaux ville rock », et quelles créations immatérielles et matérielles en résultent ? Après avoir détaillé et séparé les histoires, entremêlées sur le terrain, du rock'n'roll, des cultures alternatives et de Bordeaux, il s'agit de détailler le fonctionnement des scènes, les modalités de productions d'objets, de musiques et d'histoires collectives. Enfin, étudier ce qui fait un patrimoine au sein d'une culture alternative, et quelles en sont les spécificités au sein des productions industrielles, permet alors de définir ce patrimoine et de voir comment celui-ci peut être mis en valeur pour les personnes extérieures à ces mouvements.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102617/file/M1PAT%20BrienC%20Annexes.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,Les cultures alternatives ont-elles un patrimoine ? L'exemple de la musique rock à Bordeaux,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6028,Vide,2017-12-20T14:49:51+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6028
Vide,Patricia Heiniger-Casteret,"Foulquier, Christelle",2014-07-04,Vide,"Ce stage s'inscrit dans le cadre du projet « analyse et valorisation du patrimoine naturel et culturel du Pays Grenadois ». Il s'agit de réaliser un diagnostic de la valorisation du patrimoine dans la communauté de communes du Pays Grenadois : identifier le patrimoine mis en valeur sur le territoire, les liens entre territoire et patrimoine (notamment dans le cas de la course landaise) et interroger la médiation, la scénographie ou encore la communication. Ce diagnostic permet de mettre en relief les éléments à perfectionner et d'apporter quelques pistes allant en ce sens. Présenter les structures d’accueil du stage (le laboratoire ITEM - Identités, Territoires, Expressions et Mobilités - de l’Université de Pau et des Pays de l’Adour et la communauté de communes du Pays Grenadois) et du projet (analyse et valorisation du patrimoine naturel et culturel en Pays Grenadois) qui lie ces deux entités permet de donner des précisions sur la méthodologie employée et l’organisation mise en place. Ensuite, le diagnostic du patrimoine amène à présenter chaque site patrimonial. Les conclusions du stage aboutissent à l’établissement global du diagnostic patrimonial et des pistes d’amélioration tout en formulant les réponses aux questions générées quant au lien entre coursières et saligues.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102434/file/M2PAT%20FoulquierC.pdf,fr,HAL CCSD,Vide,Vide,Héritage culturel et muséologie. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,Analyse et valorisation du patrimoine naturel et culturel du Pays Grenadois,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6029,Vide,2017-12-20T14:49:51+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6029
Vide,Maurice Daumas,"Laville, Marine",2014-06-18,Vide,"Les <i>Observations sur la grossesse et l'accouchement des femmes et sur leurs maladies et celles des enfants nouveau-nés</i> du chirurgien-accoucheur François Mauriceau paraissent en 1695 et sont augmentées en 1708. Elles couvrent trente-six ans d'observations. Ainsi, à une époque où le savoir-faire des accoucheurs se distingue, il est intéressant de voir comment Mauriceau perçoit les réalités de son métier et ce qu’il apporte à la pratique de l’accouchement à Paris à la fin du XVIIe siècle. Pour étudier ses observations, d’un point de vue médical et social, une méthode quantitative basée sur une grille de lecture précise a été mise en place, sans oublier de donner quelques éclaircissements nécessaires au vocabulaire médical utilisé. De ces recherches se distinguent trois axes : Mauriceau renseigne sur son quotidien et sur les aléas de son métier de chirurgien-accoucheur. Il permet également de faire le point sur le savoir-faire de l’accouchement en cette fin du XVIIe siècle, ce qui comprend le recours aux théories antiques, autant qu’à des nouveautés scientifiques et techniques. Il apporte un descriptif des avancées et des débats en cours. Cependant, Mauriceau livre également un témoignage précieux sur la vie privée de ses patientes : le vécu et les craintes des mères, l’histoire, l’influence et le rôle des proches et des familles.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102357/file/M2HA%20LavilleM.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.HIST] Humanities and Social Sciences/History,Accoucher au XVIIe siècle : les <i>Observations sur la grossesse et l'accouchement des femmes et sur leurs maladies et celles des enfants nouveau-nés</i> du chirurgien-accoucheur François Mauriceau,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6030,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6030
Vide,Abel Kouvouama,"Duparcq, Mathilde",2014-07-04,Vide,"Cette étude est centrée sur la commune de Bordères, en Pays Grenadois, qui est une Communauté des Communes du département des Landes. Elle entend vérifier deux hypothèses de travail : l’évolution de l’anthroposystème local a mené à un changement de gouvernance de l’espace de saligue ; le sentiment d’expropriation des Anciens est lié au changement de gouvernance et à une évolution des représentations du paysage des saligues. Pour ce faire la coévolution de la société locale et du milieu des saligues à Bordères est interrogée, ainsi que les évolutions d’usages de ce milieu et des représentations de ce paysage. Trois temps permettent de tester les hypothèse. Tout d'abord, il s'agit de rappeler l'état des saligues au début du XXe siècle pour, par la suite, mieux en apprécier les fortes évolutions du XXe siècle. Enfin, une analyse du système d'usage et de gouvernance de l'actuel Site Naturel des Saligues de l'Adour, propriété de l'Institution Adour, ainsi qu'une réflexion sur le rapport à ce milieu des différents acteurs clôt cette vision sur un siècle et permet d'aborder des pistes futures.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102317/file/M2HA%20DuparcqM.pdf,fr,HAL CCSD,Vide,Vide,Anthropologie sociale et ethnologie. 2014,[SHS.ANTHRO-SE] Humanities and Social Sciences/Social Anthropology and ethnology,Évolution des usages de la saligue et des représentations du paysage : approche d'anthropologie historique du site naturel des Saligues de l'Adour à Bordères (40),Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6031,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6031
Vide,Patricia Heiniger-Casteret,"De La Torre Berón, Sara",2014-06-24,Vide,"Ce travail s'intéresse aux accords connus sous le nom de « lies et passeries », réglant les relations transfrontalières entre vallées pyrénéennes (gestion commune des terres et des eaux). et plus particulièrement à l'accord dit de la <i>Junte de Roncal</i> (nom français) ou <i>El Tributo de las tres vacas</i> (Le Tribut des trois vaches, en espagnol), célébré le 13 juillet au col de la Pierre Saint Martin. Ce traité de paix est célébré au moins depuis 1375 par les villages français de la vallée de Barétous en Béarn, et par les villages espagnols de la vallée de Roncal en Navarre. Aujourd'hui, et depuis que la route autorise une circulation plus facile, non seulement les maires, les élus des villages et des membres des communautés y participent, mais aussi de nombreux touristes. Ainsi, mener une étude contemporaine sur cette cérémonie, permet de comprendre pourquoi elle est encore célébrée, et en même temps comment elle s’est adaptée aux nouveaux contextes économiques et culturels. Après une partie expliquant la méthodologie utilisée dans le cadre de ce travail, une partie est consacrée à l'histoire de ce traité et aux relations complexes qui ont pu exister entre les deux vallées. Enfin, à travers une enquête de terrain avec les acteurs de cette cérémonie, il est possible de mieux saisir les enjeux actuels de ce traité.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102235/file/M2HA%20De%20La%20Torre%20BeronS.pdf,fr,HAL CCSD,Vide,Vide,Anthropologie sociale et ethnologie. 2014,[SHS.ANTHRO-SE] Humanities and Social Sciences/Social Anthropology and ethnology,La Junte de Roncal : une étude contemporaine,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6032,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6032
Vide,Sabine Forero-Mendoza,"Besnard, Tiphaine",2014-07-02,Vide,"Les artistes « pompiers » du XIXe siècle (Jean-Léon Gérôme et Lawrence Alma-Tadema, entre autres), dont les œuvres font revivre l'Antiquité en s'appuyant sur les découvertes archéologiques de leur temps, après avoir été longtemps délaissés sont réétudiés. Ce mémoire s'interroge sur la participation de l'archéologie au renouveau des représentations de l'Antiquité dans la deuxième moitié du XIXe siècle, ainsi qu'à la portée du bouleversement que les artistes font subir au genre en prétendant illustrer une Antiquité rendue à sa vérité quotidienne. Les Envois de Rome déclenchent une nouvelle vision de l’Antiquité, à partir de laquelle les antiquaires et architectes multiplient les observations et les divulguent largement. Ainsi, l’Antique renaît de ses cendres en apparaissant dans les peintures, l’architecture, la sculpture, les arts décoratifs, et in fine dans la vie quotidienne. Le fantasme prend néanmoins une place prépondérante dans cette renaissance et amène des critiques. Une place plus privilégiée est enfin accordée à l’œuvre de Lawrence Alma-Tadema, comme représentant de cette période.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01102205/file/M2ARTS%20BesnardT.pdf,fr,HAL CCSD,Vide,Vide,Art et histoire de l'art. 2014,[SHS.ART] Humanities and Social Sciences/Art and art history,Le retour à l'Antique : entre véracité archéologique & fantasme : 1840-1910,Master thesis,2015-06-17T14:41:59+00:00,32,False,0,6033,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6033
Vide,Abel Kouvouama,"Basset, Griselda",2014-07-04,Vide,"Cette recherche s'intéresse à l'agriculture, notamment du maïs, du canton de Grenade-sur-l'Adour, activité qui est un des piliers de l’économie locale. Ainsi, ce mémoire traite, avec une démarche anthropologique, des mutations que le monde agricole a connues durant le XXe siècle et ce, en prenant en compte les influences internationales mais aussi nationales qui ont pu être exercées. Le but est de comprendre les enjeux et les interactions qui existent autour de l’individu, en l’occurrence les agriculteurs. Ont-ils été acteurs de ces changements ? Le sont-ils toujours ?",Vide,https://dumas.ccsd.cnrs.fr/dumas-01100357/file/M2CS%20BassetG.pdf,fr,HAL CCSD,Vide,Vide,Anthropologie sociale et ethnologie. 2014,[SHS.ANTHRO-SE] Humanities and Social Sciences/Social Anthropology and ethnology,Les mutations agricoles du XXe siècle : le cas du canton de Grenade sur Adour,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6034,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6034
Vide,Patricia Heiniger-Casteret,"Straebler, Julie",2014-07-01,Vide,"Inspirées des fêtes de Pampelune, les fêtes de Bayonne ont vu le jour en 1932. Il s'agit ici de savoir si elles peuvent être considérées comme un patrimoine culturel immatériel qui se transmet depuis plusieurs générations, bien que l'adaptation et l'évolution des fêtes dans le temps ont amené une modernisation des festivités. L'étude, dans un premier temps, du contexte historique, géographique, culturel et sociologique de ces fêtes, permet, dans un second temps, de cerner le lien étroit entre un territoire et ses fêtes pour mieux se pencher sur les fêtes de Bayonne à proprement dit : ce qui les caractérise et les acteurs qui les font vivre. Enfin, aborder la valorisation des fêtes qui s'opère depuis un certain nombre d'années amène à proposer deux projets (immersion dans la peña et webdocumentaire sur les expériences de fêtes dans le Sud-Ouest) dans la continuité de ce qui existe déjà.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01100256/file/M1PAT%20StraeblerJ.pdf,fr,HAL CCSD,Vide,Vide,Héritage culturel et muséologie. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,Les fêtes de Bayonne : un savoir-faire local et collectif,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6035,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6035
Vide,Patricia Heiniger-Casteret,"Martinez Soto, Diana Carolina",2014-06-27,Vide,"Plusieurs campagnes de communication, nationales et internationales, sur l'image de la Colombie existent. La dernière en date, la marque <i>Marca País Colombia</i>, a pour objectif de mettre en avant les points positifs du pays dans le but d'augmenter le nombre de touristes et les investissements étrangers. Si cette campagne est avant tout une campagne de communication, n’ayant pas pour objectif premier la valorisation du patrimoine culturel immatériel, elle se base pourtant sur les points forts de la culture colombienne, ce qui pourrait en faire un formidable outil pour la valorisation du patrimoine culturel immatériel Colombien.  C'est pourquoi ce mémoire est consacré à l'étude de cette marque. Est-ce que la <i>Marca País Colombia</i> a réussi à valoriser de manière durable et saine le patrimoine culturel immatériel de la Colombie ? Et si non, quels sont les axes possibles d’amélioration ? Un rappel géographique et historique ouvre ce mémoire afin de mieux comprendre tous les enjeux derrière la <i>Marca País Colombia</i>. Est ensuite analysé le « country branding », ou l’importance de l’image d’un pays dans le monde globalisé et capitaliste. Puis, un point sur la politique colombienne pour la sauvegarde du patrimoine culturel immatériel permet par la suite de détailler les précédentes campagnes promotionnelles colombiennes. Il est alors possible de situer dans leur contexte les enjeux, les objectifs et la mise en place de la <i>Marca País Colombia</i>. Enfin, après avoir expliqué le rôle de chaque acteur du patrimoine culturel immatériel, des axes d’amélioration possible sont présentés pour que la <i>Marca País Colombia</i> devienne un outil de premier plan pour la valorisation de l'ensemble des patrimoines colombiens.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01100192/file/M1PAT%20Martinez%20SotoD.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,La Marque pays : <i>Marca País Colombia</i>. Étude de son fonctionnement dans la valorisation du patrimoine culturel immatériel colombien,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6036,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6036
Vide,Dominique Dussol,"Gibert, Émilie",2014-07-01,Vide,"Cette étude présente le patrimoine de Biarritz lié au développement balnéaire de la ville. Après s’être attardé sur cette facette de l’histoire de la ville, ces remarquables témoins bâtis du passé (hôtels, villas, casinos et établissements de bains de mer, quatre éléments caractéristiques d’une station balnéaire), il convient de voir comment ils ont été, et sont encore aujourd’hui, protégés et sauvegardés par les différents acteurs locaux. Il est également nécessaire d’analyser les actions de mise en valeur proposées afin de pouvoir émettre quelques propositions, afin d’améliorer encore ce point.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01099980/file/M1PAT%20GibertE.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,Le patrimoine bâti de Biarritz issu du développement balnéaire de la ville : protection et mise en valeur,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6037,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6037
Vide,Sylvaine Guinle-Lorinet,"Gabreau, Benjamin",2014-06-27,Vide,"Bien que l'oeuvre de Tardi ne soit pas entièrement consacrée à la Première Guerre mondiale, il est rare de ne pas en trouver de traces dans ses travaux dont elle n'est pas le thème principal. Dans la mesure où Tardi revendique que son travail n'est pas un travail d'historien, il convient d'étudier la mémoire de la guerre qu'il transmet. En quoi ses bandes dessinées sur la Grande Guerre contribuent-elles à la transmission et à la valorisation d'une mémoire du conflit ? Tenter, dans un premier temps, de comprendre les raisons qui poussent Tardi à s'intéresser à la Première Guerre mondiale dans son travail permet, dans un second temps, de faire l'analyse des techniques employées par l'auteur pour la représenter. Enfin, dans une optique de médiation culturelle, il convient de voir comment ses bandes dessinées peuvent être utilisées pour enseigner l'histoire de la Grande Guerre.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01099922/file/M1PAT%20GabreauB.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.HIST] Humanities and Social Sciences/History,Tardi et la grande guerre. Transmission et valorisation d'une mémoire du premier conflit mondial,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6038,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6038
Vide,François Réchin,"Deltreuil, Léa",2014-07-02,Vide,"Le village médiéval de Commarque se trouve en Aquitaine, dans le département de la Dordogne, près de la vallée de la Vézère. Il est situé sur la commune des Eyzies-de-Tayac-Sireuil. Abandonné vers la fin du XVIe siècle, le château finit par menacer de s'effondrer. Dans les années 1970, des travaux de réhabilitation du site sont entrepris et continuent encore de nos jours. Ce mémoire tente d'identifier les choix de valorisation qui ont été faits et la manière dont ils ont été mis en place ainsi que leur intégration dans le tissu local. Deux notions se retrouvent tout au long de ce mémoire : la valorisation du site, mais aussi les questions relatives au développement durable d'un site touristique devenu dynamique et attractif. Après un rappel historique du site et de son château, il convient de décrire les travaux de sauvegarde et de mise en valeur effectués. Enfin, après un rappel de la situation actuelle du site, sont présentés les projets susceptibles d'en améliorer la valorisation grâce à de nouvelles idées pour la médiation et l'accessibilité mais aussi pour rendre les restaurations pérennes et faire de ce lieu emblématique un réel atout pour le tourisme et le développement local.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01099867/file/M1PAT%20DeltreuilL.pdf,fr,HAL CCSD,Vide,Vide,Héritage culturel et muséologie. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,Valorisation touristique et développement durable : le cas du château de Commarque,Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6039,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6039
Vide,Sylvaine Guinle-Lorinet,"Catheline, Clémence",2014-06-27,Vide,"Ce travail entend dresser une étude de la mémoire de Gaston III de Foix-Béarn (1331-1391) en s'interrogeant sur la manière dont se perpétuent les mémoires de Fébus sur le territoire. Pour ce faire, sont suivies les empreintes mémorielles qu'il a laissées dans les XXe et XXIe siècles et spécifiquement à Montaner, Morlanne, Orthez, Pau et Sauveterre-de-Béarn (de l'immatériel nom de rue aux colloques ou même aux spectacles dédiés au personnage). Après avoir rappelé l'histoire de Gaston Fébus, il convient de dresser un catalogue des différentes images du comte de Foix. En effet, si certaines sources ont une capacité à marquer durablement la représentation du personnage (créatrices de mémoire), d'autres en signalent une mémoire cachée (mémoire de l'ombre). Enfin, l'actualité de Fébus permet de se pencher sur l'instrumentalisation de plus en plus perceptible de son nom (à des fins économiques). Ce chapitre est l'occasion de mettre en avant des pistes de valorisation en ce qui concerne ce personnage qu'il convient de qualifier de patrimonial, en ce qu'il est suffisamment consensuel pour un groupe humain et porte une charge symbolique assez forte pour prendre une dimension identitaire.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01099783/file/M1PAT%20CathelineC.pdf,fr,HAL CCSD,Vide,Vide,Héritage culturel et muséologie. 2014,[SHS.MUSEO] Humanities and Social Sciences/Cultural heritage and museology,"Les mémoires de Gaston Fébus dans le Béarn (Montaner, Morlanne, Orthez, Pau, Sauveterre-de-Béarn)",Master thesis,2015-06-17T14:42:00+00:00,32,False,0,6040,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6040
Vide,Victor Pereira,"Izambart, Julia",2014-07-10,Vide,"L'étude de quatre réalisations - <i>Culloden</i>, <i>The War Game</i>, <i>Punishment Park</i> et <i>La Commune (Paris-1871)</i> - de Peter Watkins permet d'analyser ses travaux dans une perspective à la fois cinématographique et historiographique et ainsi de comprendre comment il parvient à mêler écriture de l'histoire et écriture de ses films. Cela met en lumière l'histoire chez le cinéaste Peter Watkins et sa manière peu traditionnelle de la concevoir et de la transmettre. En effet, les trois temps de l'étude permettent de voir que Peter Watkins détourne à la fois les codes du cinéma et de l'histoire pour présenter des créations hybrides et intrigantes : une histoire subjective et un documentaire détourné. Toutefois, l'histoire et surtout le temps historique sont sources d'une réflexion profonde chez Peter Watkins ; il met en scène sa propre conception du temps où passé, présent et futur se confondent. Cette confusion des temps historiques se retrouve aussi lorsque il introduit le conditionnel dans sa vision de l'histoire par le recours à l'histoire contrefactuelle.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01099763/file/M1CS%20IzambartJ.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.HIST] Humanities and Social Sciences/History,Peter Watkins et l'histoire,Master thesis,2015-06-17T14:42:01+00:00,32,False,0,6041,Vide,2017-12-20T14:49:52+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6041
Vide,Sylvaine Guinle-Lorinet,"Sébastien, Gérard",2014-06-26,Vide,"L'objet de ce mémoire est de faire la part des choses entre le rôle principal, celui pour lequel un inspecteur des Renseignements généraux de Tarbes, devenu commissaire de la « Police régionale d'État » de Lourdes, est rétribué, et celui plus difficile à déterminer de Résistant. Après avoir déterminé le mécanisme auquel ce commissaire obéit, le rôle qu'il joue dans l'ombre est abordé. Pour étudier cela, il paraît judicieux de partir de son procès en épuration, dont les témoignages à charge et à décharge amènent à décrire et délimiter les actes qu'il a commis et, parallèlement à sa fonction, quels furent les « services rendus à la Résistance » qui lui vaudront l'annulation de sa condamnation à « l'indignité nationale » entraînant l'acquittement lors de ses deux procès. Ce mémoire développe dans une première partie les éléments du procès en épuration ; les autres parties sont présentées sous forme de plan détaillé.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01095184/file/M1CS%20SebastienG.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.HIST] Humanities and Social Sciences/History,"La Police de Vichy dans les Hautes-Pyrénées, l'exemple du commissaire de Lourdes « épuré » à la Libération",Master thesis,2015-06-17T14:42:01+00:00,32,False,0,6042,Vide,2017-12-20T14:49:53+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6042
Vide,Dominique Bidot-Germa,"Pomente, Magali",2014-07-02,Vide,"Premier volet d'un travail sur deux ans inscrit dans la longue durée, avec un intérêt particulier pour les périodes médiévale et moderne (du XIIe au XVIIIe siècle), afin de poser les bases d'une étude sur l'ensemble de la ville médiévale, ce travail présente les périodes antérieures (de l'Antiquité au XIIe siècle). Trois vics sont étudiés : la Ciutat, le Parvis et le Vialé. Pour cette approche historique et archéologique, le procédé de la méthode régressive est choisi afin de restituer, à travers un SIG, le visage urbain de Lescar à l'époque médiévale. Cette étude interroge donc l’urbanisme, les occupations du sol et la morphologie de l’ensemble de la ville. Elle doit rendre compte de différents états à des périodes données. Il est alors possible, par la suite, de s’interroger sur le devenir des structures ou des éléments de bâti dans la longue durée. À la suite de l’établissement de cette occupation, s’intéresser aux relations de pouvoir dans la ville, aux marqueurs sociaux, aux lieux d’échanges et de sociabilités a paru une piste de recherche intéressante. Les fouilles archéologiques concernant la période médiévale sont limitées. Une enquête est alors menée sur le terrain afin de constater l’existence ou non de vestiges non répertoriés par la carte archéologique ; ce qui amène à mettre en place un inventaire du bâti et des prototypes d'enregistrement.",Vide,https://dumas.ccsd.cnrs.fr/dumas-01094155/file/M1CS%20PomenteM.pdf,fr,HAL CCSD,Vide,Vide,Histoire. 2014,[SHS.HIST] Humanities and Social Sciences/History,Lescar au Moyen Âge : organisation urbaine d'une cité épiscopale,Master thesis,2015-06-17T14:42:01+00:00,32,False,0,6043,Vide,2017-12-20T14:49:53+00:00,1,True,Vide,https://cime.univ-pau.fr/api/items/6043
